"construction_era","zoning_land_use_regulation","property_age","has_basement","neighborhood_quality","exterior_condition","central_air","basement_finish_type","lot_size","num_floors","square_feet","bedrooms","bathrooms","total_rooms","garage_capacity","has_fireplace","sale_price"
"1980-1999","Very_Restrictive",102.768911935859,"Yes","Low","Average","Yes","Partial",3641.23506505028,3,2543.11820125855,5,7.94014875113988,2,"Single","Yes",477063.434422954
"1980-1999","Moderate",107.298788640546,"Yes","Medium","Good","Yes","Full",11051.1364410703,1,1375.98658072862,1,7.94960546291073,3,"Double","Yes",371279.258875055
"2000_Present","Moderate",109.525076514981,"Yes","Very_Low","Good","No","Full",4305.28541965338,1,1919.76696955731,1,7.11765077235191,3,"Single","Yes",262598.030565301
"2000_Present","Very_Permissive",109.50206139035,"Yes","Very_High","Average","Yes","Full",26211.1762615979,3,4186.30769590859,5,7.63355108413126,4,"Single","No",1072175.82834667
"1950-1979","Moderate",104.636184257006,"No","High","Fair","Yes","None",6386.00887275474,2,2550.85430920471,2,7.36305345241712,4,"Double","Yes",697026.289010715
"1980-1999","Restrictive",105.950554945826,"Yes","Low","Good","No","Full",2776.57736640409,1,1788.64691052364,3,7.81276955508921,9,"None","No",297823.209821064
"1980-1999","Moderate",109.021035887451,"Yes","Low","Good","Yes","Full",3004.0439473282,1,1786.75341397277,5,6.90795439066527,3,"Single","Yes",385971.211533917
"1980-1999","Moderate",107.151950654488,"Yes","Medium","Good","No","None",4348.56736065258,1,2721.10207960654,3,7.98897041355276,3,"Double","No",451768.369441648
"1980-1999","Moderate",106.46695889819,"No","High","Excellent","Yes","None",15733.7589831632,3,2565.26672211857,2,7.54509432943363,5,"Double","Yes",518499.131791431
"2000_Present","Moderate",107.340438152943,"Yes","Medium","Average","Yes","Partial",4996.65290978233,2,2504.86146886754,6,7.40797065207771,5,"Double","No",457141.529488187
"1950-1979","Moderate",100.924210349804,"Yes","High","Excellent","Yes","Partial",41192.6335258954,1,4062.24056854329,6,7.08453930909946,9,"Double","No",974233.990370293
"1980-1999","Moderate",104.538989982355,"No","High","Average","Yes","None",9019.84989799643,1,2662.09241748297,2,7.9637498494146,2,"Single","No",475246.680104912
"1950-1979","Moderate",104.948309707564,"Yes","Very_Low","Excellent","Yes","None",2522.04815801491,1,2209.07630432495,4,7.31951855148324,12,"Double","No",307134.197020771
"1950-1979","Moderate",96.0004220776733,"No","Medium","Average","Yes","Partial",8721.82274904288,1,2038.28001066921,0,7.99475619206687,3,"Double","No",351257.616700834
"1920-1949","Permissive",107.649598260802,"No","Very_High","Poor","Yes","None",9510.57955307307,1,2046.20572759957,0,7.3368281252754,3,"Double","Yes",485440.516651715
"1920-1949","Moderate",93.2655748824093,"Yes","Very_Low","Good","Yes","Full",10046.1119325982,1,2670.74131203882,4,7.39996068662751,10,"Double","Yes",243382.325871089
"1980-1999","Very_Restrictive",101.334685539607,"Yes","Medium","Good","Yes","Full",6000.84801730835,1,2506.85016009073,5,7.9868210770725,7,"Double","Yes",502040.064352922
"2000_Present","Moderate",104.265620836443,"Yes","Very_High","Excellent","Yes","Full",58967.9316814623,2,9802.22076163324,10,7.51074433539528,14,"Double","No",1901438.29705069
"1950-1979","Moderate",101.401648140688,"No","High","Good","Yes","None",18296.7735857921,2,3076.26906129171,5,7.21937626536667,3,"Double","Yes",873650.580938813
"1950-1979","Moderate",105.636296216595,"Yes","Low","Average","Yes","Full",8249.91081153597,1,2130.74617739397,5,7.63182565581808,4,"Triple","Yes",412033.091165887
"1920-1949","Moderate",107.799869002265,"No","Low","Average","Yes","Partial",2707.92279268775,1,1575.59199043336,2,7.31298184498522,9,"Double","Yes",223545.304296524
"1950-1979","Restrictive",103.293679308257,"Yes","Medium","Average","Yes","Full",8334.48450052833,4,2143.39346946985,0,6.88104060322887,8,"Double","Yes",426002.636176356
"2000_Present","Very_Permissive",107.519540596059,"Yes","Very_High","Average","No","None",9182.96370698045,1,1637.01524705414,4,7.31805734627562,2,"None","No",386535.192940201
"2000_Present","Moderate",106.616070758071,"Yes","Medium","Excellent","Yes","Full",9088.19268485577,1,2578.07676603706,2,7.96420240357483,5,"Double","Yes",466758.568912542
"2000_Present","Moderate",108.863785635846,"Yes","Low","Good","No","None",8649.12132770106,2,1543.91333685189,1,7.95525805112009,4,"Single","No",311293.254267608
"1950-1979","Very_Permissive",103.606796802285,"No","Very_High","Good","Yes","None",23114.2940600835,1,1949.16092063928,0,6.93537774534956,8,"Double","Yes",381780.130852529
"2000_Present","Permissive",107.359318759564,"Yes","High","Average","Yes","Full",23201.5231603455,1,3196.08028238877,2,7.90435139105884,11,"Double","Yes",589500.299450983
"2000_Present","Moderate",105.598131020533,"Yes","Very_High","Good","No","Full",17020.4139350564,1,2971.95970585052,2,7.61344739289333,3,"Double","No",560383.722964873
"2000_Present","Permissive",108.496218614183,"Yes","Medium","Fair","Yes","Full",6988.13258484389,2,2205.94192061093,6,7.92287272361664,4,"None","No",357114.909065693
"2000_Present","Moderate",100.330795231464,"Yes","Medium","Good","Yes","Full",5331.4680930007,2,2615.60986885942,3,7.76486170770301,5,"Double","No",545825.287620596
"1980-1999","Very_Restrictive",101.844880244876,"No","Low","Average","Yes","Full",5949.75139739391,2,1778.75615753235,0,7.95603033800298,4,"None","Yes",229401.589142637
"2000_Present","Restrictive",102.716002283592,"Yes","Medium","Fair","Yes","None",7120.4051416194,1,1960.47959911146,3,7.57440044628621,4,"Triple","Yes",448097.597561537
"1950-1979","Permissive",109.658384975937,"No","Medium","Excellent","Yes","None",7491.55332106198,1,2503.15154929596,2,7.21248325046045,5,"Single","No",435779.131864206
"1950-1979","Moderate",109.033478646896,"No","High","Good","Yes","None",50371.0067739373,2,3848.88597569286,3,7.8964182034417,9,"Double","Yes",986831.94294516
"1920-1949","Moderate",108.000509202699,"No","Medium","Good","Yes","Full",9288.30524891494,2,3011.95276161404,3,7.80883928948751,2,"Single","Yes",1244166.68689784
"1980-1999","Moderate",107.694450151275,"Yes","Very_High","Average","Yes","Partial",18592.8480293522,1,1940.66383405299,3,7.61574457491281,2,"None","Yes",311127.280790309
"1920-1949","Very_Restrictive",103.843156161297,"No","Medium","Average","Yes","None",3135.98298059301,2,2350.56076656755,3,7.58488356013074,5,"None","Yes",297531.012243566
"1980-1999","Moderate",90.4055822895271,"Yes","Medium","Excellent","No","Full",5203.61127010246,1,1972.87459625579,1,7.89013556147229,4,"None","Yes",370168.077584971
"2000_Present","Moderate",101.665307618061,"Yes","Very_High","Good","Yes","Full",10307.3189006278,1,2686.89586160227,8,7.89878121009438,3,"Double","Yes",664037.519716407
"1980-1999","Restrictive",99.5511693698941,"Yes","Medium","Good","Yes","Partial",13561.0082340493,1,2458.24087596379,1,7.90972930460726,4,"Single","No",435593.564514213
"Pre-1920","Permissive",94.457134425824,"No","Medium","Average","Yes","None",5687.25137956665,1,1510.07363953889,2,7.65946573036941,6,"Double","Yes",294193.460519307
"1980-1999","Permissive",107.100610192692,"Yes","Very_High","Good","Yes","Full",24499.3248620505,2,3436.29320138432,9,5.3806381349716,6,"Single","No",726184.444800831
"2000_Present","Restrictive",108.120883675334,"Yes","Low","Average","Yes","Full",7813.85950020042,2,2362.49534761703,0,7.6627788854076,5,"Single","No",243929.572494759
"2000_Present","Moderate",107.84035153027,"Yes","Medium","Good","Yes","Full",14613.4935533491,3,2146.30649030016,1,5.24250598857235,6,"Single","No",334131.295641815
"1980-1999","Moderate",91.6326563281741,"Yes","Medium","Average","Yes","Partial",8306.89455835112,1,1673.19678120512,2,7.26145151114942,14,"Double","Yes",230370.769696167
"1950-1979","Moderate",97.3123296837643,"Yes","Very_High","Fair","Yes","Partial",9377.46404726177,2,2269.63339008682,0,7.64278702336946,7,"Single","Yes",700548.163588808
"1980-1999","Restrictive",109.364716962568,"No","Medium","Good","No","Partial",8528.5358720064,3,2639.44369849596,2,7.17789468197455,2,"Double","No",458417.658413656
"2000_Present","Moderate",109.668623615089,"Yes","Medium","Excellent","Yes","None",10639.7838303724,3,1589.33983057802,1,7.20717627701753,7,"Single","Yes",412111.057423405
"1980-1999","Permissive",103.475486809332,"Yes","High","Good","No","Partial",20660.9312585865,2,2978.82855569534,2,7.89448763324206,6,"Single","No",544224.04306894
"1950-1979","Moderate",93.1004009260838,"Yes","Low","Average","Yes","Full",6562.90962556696,3,2000.51493051055,3,7.69466342445279,4,"Single","Yes",355864.140802107
"1980-1999","Restrictive",106.968856862189,"Yes","Medium","Average","Yes","Partial",7369.90957361921,2,2440.28647812864,4,7.9611790051777,3,"None","Yes",232255.55369659
"1980-1999","Very_Permissive",95.8189461720335,"Yes","Very_High","Good","Yes","Partial",19127.3821267784,4,4341.52707206369,6,7.72825866378948,6,"Single","Yes",1508921.61035496
"1980-1999","Very_Restrictive",98.1007818444683,"Yes","Very_Low","Average","Yes","Full",9189.51641244658,1,2752.93254172519,0,7.32414828968789,4,"Double","Yes",344651.47479369
"1920-1949","Moderate",83.3952870800076,"Yes","Low","Good","Yes","Partial",10777.5509384957,3,2496.4909063116,1,6.86006640186399,6,"Double","Yes",471675.008283536
"1980-1999","Moderate",108.384056126089,"Yes","High","Average","Yes","Partial",7424.97880433634,2,1701.75037933963,1,5.80230245200379,4,"Triple","Yes",328842.497277846
"2000_Present","Moderate",103.404071642131,"Yes","Medium","Average","Yes","Full",4502.36928264575,1,1566.49160467978,3,7.55945700197353,2,"Double","Yes",285053.013903522
"1980-1999","Moderate",109.425007695558,"No","Medium","Fair","Yes","Partial",8197.66319504345,2,2959.65719658651,2,7.92827780346355,5,"Double","No",492369.056358928
"Pre-1920","Very_Permissive",99.9542351870477,"No","Very_High","Average","Yes","Full",30416.9759146529,1,2465.28014789776,1,7.87419023254497,4,"None","Yes",705326.46785215
"1980-1999","Moderate",103.764532340001,"Yes","High","Fair","Yes","Partial",11025.7420432241,4,3444.83421324972,1,7.92494388520225,4,"Single","Yes",753769.349941962
"1950-1979","Very_Restrictive",104.268687666755,"No","Medium","Good","Yes","Partial",11319.0126087167,3,1943.78594104333,0,7.32353685059921,2,"Quad","Yes",408971.386416876
"1980-1999","Restrictive",109.374470021467,"Yes","Medium","Fair","Yes","None",11655.1632334728,1,2260.21166538622,4,7.83838056739119,4,"None","Yes",335877.218337529
"2000_Present","Very_Permissive",107.770767984303,"Yes","High","Fair","No","Partial",26720.9258261706,3,2837.17687716715,6,7.95456448919934,8,"Double","Yes",598992.728978154
"2000_Present","Moderate",107.300312843746,"Yes","Very_High","Good","No","Partial",48601.2275248352,3,7206.76690309793,6,7.02263756833663,13,"Single","Yes",1302675.73231317
"2000_Present","Restrictive",107.565730501135,"Yes","Medium","Poor","Yes","Partial",12462.7312996937,3,2812.57181343238,6,7.86681461942072,4,"None","Yes",535896.262553326
"1980-1999","Moderate",107.309802810731,"Yes","High","Good","Yes","Full",16873.7487553164,4,4064.46027171473,2,7.59056933712745,4,"None","No",795073.793744393
"2000_Present","Permissive",108.452417026,"Yes","High","Good","Yes","Full",13436.3328323173,2,3540.65061738243,5,7.60308156466187,6,"Single","No",707382.208222617
"1980-1999","Permissive",107.748575200864,"Yes","Very_Low","Good","No","Full",4830.60205518561,1,1867.57129851479,5,7.9089061701297,3,"Double","No",306053.855589374
"2000_Present","Permissive",97.0515433052699,"Yes","Medium","Average","Yes","Full",7289.76881473588,1,1644.68022214492,1,7.76392082634237,4,"None","Yes",291699.273046493
"Pre-1920","Restrictive",100.678487342387,"Yes","Very_Low","Excellent","Yes","Partial",2199.31454309946,3,2607.53297159294,1,7.09420033941323,4,"Double","Yes",438678.089470175
"1950-1979","Permissive",96.3233501218056,"No","High","Average","Yes","None",3740.34333059165,2,1693.76057427499,5,7.45867607908932,5,"Double","No",405574.830274337
"2000_Present","Permissive",102.360582755509,"Yes","Medium","Good","No","Partial",7716.16238379925,3,2052.50368788944,1,7.77886314318078,4,"Single","Yes",436818.585318905
"1920-1949","Permissive",81.8901491162133,"Yes","High","Fair","Yes","Full",15822.1198556998,1,1835.9232233956,0,7.86408490091959,2,"Single","Yes",570573.887304914
"1980-1999","Very_Restrictive",92.5811962534109,"No","Very_Low","Good","Yes","None",6281.65896934808,3,2599.28286229441,2,7.94090597694343,6,"Double","Yes",562038.043905334
"1980-1999","Very_Permissive",95.8486858330615,"Yes","Very_High","Good","No","None",31379.718532173,4,5845.30122517217,4,7.7505749324096,14,"Double","Yes",1213064.56345573
"2000_Present","Moderate",90.4308635279373,"No","Medium","Good","Yes","None",5163.185186797,3,1573.33820053855,1,6.79704495697418,3,"Double","Yes",431522.400046177
"1980-1999","Moderate",109.988585934727,"Yes","Medium","Excellent","No","Full",5102.20872603211,1,1889.20443480763,4,7.79613062316397,2,"None","No",237038.906651384
"2000_Present","Very_Restrictive",105.795655967366,"Yes","Very_Low","Excellent","Yes","None",1992.8868857788,1,2311.93136822842,0,7.66688922221033,3,"Double","No",282493.868332629
"2000_Present","Permissive",109.807545079643,"Yes","Medium","Fair","No","Partial",5289.50992736509,3,2434.50567413032,1,7.32095939181598,2,"Single","No",256316.327507143
"1980-1999","Permissive",94.277883709553,"Yes","Medium","Good","Yes","Partial",6308.87273553016,2,2934.92716181469,3,7.60293989887127,2,"Quad","No",321314.877728673
"1980-1999","Moderate",96.9060731146647,"No","Medium","Average","Yes","None",11892.1475517053,1,1897.20678473085,0,7.28771555458424,2,"Double","Yes",262396.065261549
"2000_Present","Very_Restrictive",103.799908398706,"Yes","Very_Low","Good","No","Partial",3340.9981375337,2,1754.62397562759,1,7.98504672498975,3,"Double","Yes",323966.385807568
"2000_Present","Moderate",109.546332571849,"Yes","Very_Low","Good","Yes","Partial",5823.75896126134,2,2071.16764413393,5,6.80530695541833,4,"Single","Yes",317389.803168217
"1980-1999","Permissive",90.4313249441078,"Yes","Medium","Good","No","Full",29428.4153575486,1,2650.70841403058,6,7.12381463857901,3,"Single","No",391987.425094293
"1920-1949","Permissive",93.4938015919793,"Yes","Very_High","Average","Yes","None",10719.0569595742,4,2846.7398889838,4,7.73831653101414,6,"Triple","Yes",748205.55013577
"1980-1999","Restrictive",109.062841250276,"Yes","Medium","Good","Yes","Partial",4021.03851897541,1,1874.10494353649,0,7.72795442074292,4,"Double","Yes",413088.129895079
"2000_Present","Moderate",105.597975395731,"Yes","Medium","Fair","No","Partial",6615.52351975392,2,2501.10284123058,5,7.30374553453839,7,"Double","Yes",420531.433533397
"2000_Present","Very_Restrictive",107.15946194561,"Yes","Medium","Excellent","Yes","Partial",26269.5857066718,1,3340.6726126427,3,7.00115424320284,3,"Single","No",472446.240250748
"1980-1999","Permissive",107.202601401734,"Yes","Low","Good","Yes","Partial",4499.95546083562,2,2355.56351033806,1,7.49479895876476,2,"Double","Yes",506303.278045956
"2000_Present","Restrictive",97.9216432134503,"No","Medium","Poor","No","None",4964.04214463608,2,3326.74104647862,2,6.46024681527724,4,"Double","No",400413.73257098
"1950-1979","Moderate",109.858219060999,"Yes","High","Good","Yes","Full",34900.3435938255,3,4264.46381496998,3,7.92960364344548,10,"Single","Yes",1228980.41837133
"2000_Present","Moderate",106.706055711253,"Yes","Medium","Good","Yes","Full",10774.9343267327,2,2933.25641243674,4,7.78179239355351,5,"Single","No",524425.780087444
"1980-1999","Moderate",106.26555122118,"Yes","High","Excellent","Yes","Partial",13104.1157488868,1,2262.02822483397,5,7.27347523466267,5,"None","No",454277.445219653
"1980-1999","Restrictive",108.458826702763,"Yes","Low","Poor","Yes","Full",5381.38993868528,1,2242.09596072725,3,7.41387763539818,3,"Double","Yes",419358.767865202
"1950-1979","Permissive",105.642649134799,"Yes","High","Good","Yes","Full",7410.48854757738,2,2249.15875460558,2,7.51860536930167,6,"None","Yes",593962.283777742
"1950-1979","Moderate",91.1150821171214,"Yes","Medium","Excellent","Yes","None",4694.93666726969,1,2198.70124882857,1,7.6437070392005,6,"Double","No",445905.520159182
"2000_Present","Moderate",92.8846426559716,"Yes","High","Good","Yes","Partial",10109.2365776769,1,3088.56006118738,7,7.73189941217723,8,"Double","Yes",943681.274794282
"1980-1999","Very_Restrictive",104.081095727604,"Yes","Medium","Poor","Yes","Partial",4197.32290240107,3,2173.58737800091,2,7.38416888013559,6,"Single","No",402957.597820915
"1920-1949","Permissive",108.504746091435,"Yes","Medium","Poor","Yes","Partial",4254.48177978727,1,2468.66484807433,4,7.62572730024169,6,"Double","No",328108.994435969
"1980-1999","Moderate",104.488992820857,"Yes","Low","Fair","Yes","Partial",5296.59248503508,3,1541.2698786431,0,7.55771696197675,4,"None","Yes",181190.166478944
"2000_Present","Moderate",108.977662964685,"Yes","Medium","Average","Yes","Full",18325.1251829681,2,1711.06451648806,2,7.97196467976306,4,"Triple","Yes",362779.593296927
